text,label
it's probably not easy to make such a worthless film . . .,0
transforms one of [shakespeare's] deepest tragedies into a smart new comedy .,1
a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,1
"carrying this wafer-thin movie on his nimble shoulders , chan wades through putrid writing , direction and timing with a smile that says , 'if i stay positive , maybe i can channel one of my greatest pictures , drunken master . '",0
"i highly recommend irwin , but not in the way this film showcases him .",0
there's no denying the physically spectacular qualities of the film . . . or the emotional integrity of the performances .,1
"clockstoppers is one of those crazy , mixed-up films that doesn't know what it wants to be when it grows up .",0
they do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film .,0
"a reasonably efficient mechanism , but it offers few surprises and finds its stars slumming in territory they should have avoided .",0
"viewed as a comedy , a romance , a fairy tale , or a drama , there's nothing remotely triumphant about this motion picture .",0
"it's like every idea that's ever gone into an after-school special compiled in one place , minus those daytime programs' slickness and sophistication ( and who knew they even had any ? ) .",0
shallow .,0
morrissette's script and direction show a fair amount of intelligence and wit -- but it doesn't signify a whole lot either .,0
has a customarily jovial air but a deficit of flim-flam inventiveness .,0
a standard haunted house tale transplanted to the high seas .,0
"even if you've seen "" stomp "" ( the stage show ) , you still have to see this !",1
"a mess , but it's a sincere mess .",1
an excellent romp that boasts both a heart and a mind .,1
"a mix of velocity and idiocy , this ruinous remake lacks the brawn -- and the brains -- of the 1970s original .",0
in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title . . . amounts to surprisingly little .,0
"his best film remains his shortest , the hole , which makes many of the points that this film does but feels less repetitive .",0
any enjoyment will be hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things .,0
not a stereotype is omitted nor a cliché left unsaid .,0
"huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she'll crack .",1
"it might be 'easier' to watch on video at home , but that shouldn't stop die-hard french film connoisseurs from going out and enjoying the big-screen experience .",1
"the art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual dvd release will offer subtitles and the original italian-language soundtrack .",0
"whatever eyre's failings as a dramatist , he deserves credit for bringing audiences into this hard and bitter place .",0
pacino is the best he's been in years and keener is marvelous .,1
"drives for the same kind of bittersweet , conciliatory tone that three seasons achieved but loses its way in rhetorical excess and blatant sentimentality .",0
a conventional but heartwarming tale .,1
it's as close as we'll ever come to looking through a photographer's viewfinder as he works .,1
beautifully produced .,1
the movie's blatant derivativeness is one reason it's so lackluster .,0
we've liked klein's other work but rollerball left us cold .,0
[a] rather thinly-conceived movie .,0
ordinary melodrama that is heavy on religious symbols but wafer-thin on dramatic substance,0
